,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,None,Other (please specify)
5494,South America,20-24,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,True,False,False,False,
5495,Middle East,25-29,Rather not say,True,False,False,False,False,True,True,False,False,False,False,False,False,False,Clojure
5496,United Kingdom,25-29,"$20,000 - $40,000",True,False,False,False,True,False,False,False,True,True,True,False,False,False,
5497,United Kingdom,35-39,"$40,000 - $60,000",False,True,True,True,True,False,False,False,False,False,False,False,True,False,
5498,Canada,< 20,Student / Unemployed,True,False,False,True,True,False,False,True,True,True,True,True,False,False,
5499,Other Europe,35-39,"$80,000 - $100,000",True,True,True,False,False,False,False,True,False,False,False,False,False,False,groovy
5500,United States of America,20-24,"$60,000 - $80,000",True,False,False,False,True,True,False,False,False,True,True,True,False,False,
5501,Canada,25-29,Student / Unemployed,False,False,False,False,True,False,False,False,False,True,True,False,False,False,"SML, Fortran,"
5502,United Kingdom,25-29,"$100,000 - $120,000",True,False,True,True,False,True,False,False,False,False,True,False,True,False,
5503,United Kingdom,30-34,"$60,000 - $80,000",True,False,True,False,False,False,False,True,True,False,False,False,False,False,
5504,United States of America,20-24,"$40,000 - $60,000",False,False,True,False,False,False,False,True,True,False,False,False,True,False,
5505,United Kingdom,35-39,">$140,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5506,United States of America,25-29,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
5507,United States of America,40-50,">$140,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5508,United States of America,35-39,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,False,False,False,False,
5509,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,False,False,True,False,False,True,True,False,False,False,
5510,United States of America,25-29,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,True,True,True,False,False,"various shells, R"
5511,United States of America,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5512,Canada,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,True,False,False,False,False,False,
5513,United States of America,< 20,Student / Unemployed,True,False,False,False,False,False,False,False,True,False,False,False,False,False,F#
5514,Canada,25-29,"$40,000 - $60,000",True,True,True,True,False,False,False,True,True,True,True,True,True,False,
5515,United States of America,40-50,">$140,000",False,True,True,True,True,True,False,True,True,True,False,True,False,False,
5516,Other Asia,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5517,United Kingdom,20-24,"$100,000 - $120,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5518,United States of America,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5519,Other Europe,20-24,Rather not say,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
5520,Middle East,30-34,"$20,000 - $40,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5521,Australia,< 20,Student / Unemployed,False,True,True,True,True,False,False,False,False,True,False,False,True,False,
5522,Other Europe,30-34,"$100,000 - $120,000",False,True,True,True,True,False,False,True,False,True,True,False,False,False,
5523,United States of America,51-60,Student / Unemployed,False,False,False,True,True,False,False,True,False,False,True,False,False,False,FORTRAN II
5524,Canada,20-24,"$40,000 - $60,000",True,True,True,True,False,False,False,True,True,False,False,False,True,False,
5525,United States of America,35-39,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5526,United Kingdom,40-50,"$100,000 - $120,000",False,True,True,False,True,False,False,False,False,True,True,False,True,False,
5527,Other Asia,40-50,Rather not say,False,True,True,True,False,False,False,True,False,True,True,False,False,False,"Scala, Haskell"
5528,Other Europe,20-24,Rather not say,True,False,False,False,False,False,False,False,False,True,True,False,False,False,
5529,Other Europe,30-34,Rather not say,True,False,False,True,True,True,False,True,False,True,True,False,False,False,Go
5530,United States of America,25-29,"$60,000 - $80,000",True,False,False,False,False,True,True,True,False,False,True,False,False,False,
5531,United States of America,20-24,"$80,000 - $100,000",True,True,False,True,False,False,False,True,True,True,True,False,False,False,
5532,Canada,20-24,Rather not say,False,False,False,False,True,False,False,False,True,True,False,False,False,False,
5533,Other Europe,25-29,Rather not say,False,True,True,True,False,False,False,True,True,False,False,False,True,False,
5534,United States of America,25-29,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,False,False,False,True,False,Fortran
5535,Other Europe,30-34,"$40,000 - $60,000",True,True,True,False,False,False,False,True,True,False,False,False,True,False,VB.net
5536,United Kingdom,30-34,"$40,000 - $60,000",True,True,True,True,False,False,True,True,False,False,False,False,False,False,
5537,Australasia,35-39,Rather not say,False,True,True,False,False,False,False,True,True,False,False,False,False,False,
5538,Netherlands,40-50,"$60,000 - $80,000",True,True,True,True,False,False,True,True,True,True,False,True,True,False,
5539,United States of America,30-34,Student / Unemployed,True,False,False,True,False,False,False,False,True,True,False,False,False,False,
5540,Canada,20-24,"$20,000 - $40,000",True,False,True,False,False,False,True,False,False,False,False,False,False,False,
5541,United Kingdom,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,False,False,True,False,False,False,False,
5542,United States of America,25-29,"$60,000 - $80,000",False,True,True,True,False,False,False,True,True,False,False,False,True,False,
5543,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5544,Africa,20-24,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,
5545,United States of America,30-34,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,False,False,False,False,False,
5546,Canada,35-39,"$80,000 - $100,000",False,True,True,False,False,False,False,True,False,False,False,True,False,False,
5547,United States of America,20-24,"$40,000 - $60,000",True,True,True,True,False,False,False,True,False,False,False,False,True,False,
5548,Other Europe,< 20,Student / Unemployed,True,True,True,True,True,False,False,False,False,False,False,False,True,False,
5549,Germany,30-34,Rather not say,True,True,True,False,True,False,False,False,False,False,False,False,True,False,TeX
5550,United States of America,< 20,,True,False,True,False,False,False,False,False,True,False,True,False,False,False,
5551,United States of America,30-34,"<$20,000",True,True,True,False,False,False,False,True,True,True,False,False,True,False,
5552,Germany,< 20,"<$20,000",True,True,True,True,False,False,False,False,False,False,False,False,True,False,
5553,United States of America,25-29,"$80,000 - $100,000",False,True,True,True,False,False,False,True,True,False,False,False,True,False,
5554,United States of America,30-34,Rather not say,True,True,True,True,False,False,False,True,True,False,False,False,True,False,
5555,United States of America,>60,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,lisp
5556,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5557,Russia,25-29,Rather not say,False,False,False,False,False,False,False,False,True,True,False,False,False,False,
5558,United States of America,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,vb.net
5559,United Kingdom,25-29,">$140,000",False,True,True,False,False,False,False,True,True,True,False,False,True,False,
5560,United States of America,30-34,"$60,000 - $80,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
5561,Other Europe,30-34,,False,True,True,True,False,False,False,False,False,False,False,False,True,False,
5562,Canada,20-24,"$40,000 - $60,000",True,False,False,False,False,False,False,True,True,False,True,False,False,False,
5563,United States of America,40-50,">$140,000",True,True,True,False,True,True,False,True,True,True,True,True,True,False,
5564,North America (Other),30-34,"$20,000 - $40,000",False,False,False,True,False,False,False,True,False,False,False,False,False,False,
5565,Other Europe,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,False,True,False,False,False,
5566,Africa,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5567,Canada,30-34,Rather not say,True,True,True,False,False,False,False,True,True,False,False,False,True,False,
5568,United Kingdom,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,True,False,False,False,False,False,
5569,United Kingdom,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5570,United States of America,40-50,">$140,000",False,False,False,False,False,False,False,False,False,False,False,True,False,False,"VHDL, Verilog"
5571,Canada,35-39,"$100,000 - $120,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
5572,Germany,40-50,"$100,000 - $120,000",True,True,True,True,False,False,False,True,False,False,False,True,True,False,Groovy
5573,Canada,< 20,Student / Unemployed,False,True,True,False,False,False,False,False,False,False,True,False,True,False,
5574,Australia,25-29,"$80,000 - $100,000",False,True,True,False,False,False,False,True,False,False,False,False,True,False,eDeveloper/uniPaaS
5575,United States of America,20-24,"$60,000 - $80,000",True,True,True,True,True,False,True,True,True,False,False,False,True,False,
5576,South America,30-34,"$40,000 - $60,000",True,False,False,False,False,False,False,True,True,False,False,False,False,False,
5577,United States of America,20-24,"$60,000 - $80,000",True,True,True,False,True,False,False,True,True,False,False,False,True,False,
5578,United Kingdom,40-50,"$20,000 - $40,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5579,United States of America,30-34,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5580,Australia,35-39,">$140,000",True,True,True,False,False,False,False,True,True,False,False,False,False,False,
5581,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5582,United States of America,30-34,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5583,United States of America,40-50,"$100,000 - $120,000",False,True,True,True,False,False,False,True,False,False,False,True,True,False,
5584,United States of America,25-29,"$20,000 - $40,000",False,True,True,True,False,False,True,True,False,False,False,False,True,False,
5585,United States of America,40-50,"$80,000 - $100,000",False,False,False,False,False,False,False,True,True,False,False,False,True,False,
5586,South America,25-29,"<$20,000",False,False,False,False,False,False,False,True,True,True,False,False,False,False,Flex
5587,United States of America,20-24,Rather not say,True,True,True,False,True,False,False,True,True,False,False,False,False,False,
5588,Mexico,35-39,Rather not say,True,False,False,True,False,False,False,True,True,False,False,False,False,False,Delphi
5589,Australia,30-34,"$100,000 - $120,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
5590,Other Europe,35-39,"$20,000 - $40,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
5591,United States of America,30-34,"$60,000 - $80,000",True,False,False,False,False,False,True,False,True,True,True,True,False,False,
5592,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5593,Australia,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,True,True,False,False,False,
5594,Australia,35-39,"$80,000 - $100,000",False,False,True,False,False,False,False,True,True,False,False,False,True,False,
5595,United States of America,25-29,"$80,000 - $100,000",True,True,True,True,False,True,False,True,True,False,False,False,True,False,
5596,South America,25-29,"$60,000 - $80,000",True,True,True,False,False,False,True,True,True,True,True,False,True,False,
5597,United States of America,25-29,"$80,000 - $100,000",False,True,False,False,False,False,False,True,True,False,False,False,True,False,
5598,Canada,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5599,United States of America,25-29,"$80,000 - $100,000",True,True,False,True,False,False,False,False,False,False,False,False,False,False,
5600,Germany,30-34,"$20,000 - $40,000",True,False,False,False,True,True,False,True,True,True,True,False,False,False,common lisp
5601,United States of America,< 20,"<$20,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,
5602,Germany,30-34,"$40,000 - $60,000",False,True,False,False,True,False,False,True,True,False,False,False,True,False,
5603,United Kingdom,20-24,"$40,000 - $60,000",False,False,True,True,False,False,False,True,False,False,False,False,True,False,
5604,Other Europe,20-24,Rather not say,False,True,True,False,False,False,True,True,False,True,True,False,True,False,"Assembler (x86 16/32bit, m68k, z80, et.c.), Haskell, Ada, Erlang, LISP, Self, CoffeScript, Ragel, And more.."
5605,Australasia,40-50,"$120,000 - $140,000",False,False,False,False,True,False,False,True,True,True,True,False,False,False,
5606,United Kingdom,40-50,">$140,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,
5607,North America (Other),30-34,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,PowerShell
5608,United States of America,25-29,Rather not say,False,False,False,False,True,False,False,False,False,False,True,False,False,False,
5609,United Kingdom,35-39,"$80,000 - $100,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5610,United States of America,25-29,"$80,000 - $100,000",True,True,True,True,False,False,False,True,True,True,False,False,True,False,
5611,United States of America,20-24,"$40,000 - $60,000",False,False,False,False,True,True,False,True,False,True,False,False,False,False,
5612,Russia,25-29,"$20,000 - $40,000",False,True,False,False,False,False,True,False,False,False,False,False,False,False,
5613,United States of America,40-50,">$140,000",True,False,False,False,False,False,False,False,False,False,True,False,False,False,
5614,Russia,>60,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,
5615,United States of America,20-24,,True,False,False,False,True,False,False,False,True,False,True,False,False,False,
5616,United States of America,25-29,"$80,000 - $100,000",False,True,True,True,True,False,False,True,True,False,False,False,False,False,
5617,United States of America,25-29,"$40,000 - $60,000",False,True,False,False,False,False,False,True,True,False,False,False,True,False,
5618,France,30-34,"$60,000 - $80,000",True,True,True,False,False,False,True,True,False,False,False,False,True,False,
5619,United States of America,30-34,"$100,000 - $120,000",True,True,True,True,False,False,False,True,True,True,True,False,False,False,Several others
5620,Other Europe,35-39,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
5621,Russia,20-24,"$20,000 - $40,000",True,True,False,False,False,False,False,True,True,False,False,False,False,False,Delphi
5622,Australia,25-29,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,VB.Net
5623,India,20-24,Rather not say,True,True,False,False,False,False,False,False,False,True,True,False,False,False,
5624,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,True,True,False,False,False,
5625,United States of America,20-24,Student / Unemployed,True,False,True,True,True,False,True,True,False,True,True,False,True,False,
5626,Germany,40-50,"$100,000 - $120,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,Scala
5627,Netherlands,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5628,United States of America,30-34,"$80,000 - $100,000",True,True,True,False,False,False,False,True,False,False,False,False,False,False,
5629,Australia,51-60,"$60,000 - $80,000",False,True,True,False,False,False,False,True,True,True,True,False,True,False,
5630,Other Europe,40-50,"$80,000 - $100,000",True,True,False,False,False,False,True,True,False,False,False,False,False,False,
5631,United Kingdom,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5632,United States of America,25-29,"$80,000 - $100,000",True,False,True,False,True,True,True,False,False,False,True,False,False,False,
5633,United Kingdom,30-34,"$40,000 - $60,000",True,True,True,False,True,False,False,True,False,True,True,False,False,False,
5634,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5635,Germany,20-24,"<$20,000",True,True,False,False,True,True,False,False,True,False,False,False,True,False,
5636,United States of America,35-39,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5637,United States of America,25-29,"$80,000 - $100,000",True,False,False,True,False,False,False,False,False,False,False,True,False,False,
5638,Other Europe,< 20,Student / Unemployed,False,True,True,False,False,False,False,True,True,False,False,False,False,False,F#
5639,Other Europe,25-29,"$80,000 - $100,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,
5640,Canada,35-39,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
5641,South America,25-29,"<$20,000",False,True,True,True,False,False,False,True,False,False,False,False,False,False,
5642,United States of America,40-50,Rather not say,True,False,False,False,False,False,False,True,True,True,False,False,False,False,
5643,United States of America,30-34,"$100,000 - $120,000",False,True,True,False,True,False,False,False,True,False,False,False,True,False,
5644,United States of America,25-29,"$40,000 - $60,000",False,False,True,False,False,False,False,True,False,False,False,False,False,False,
5645,United States of America,30-34,"$60,000 - $80,000",True,True,True,True,False,False,False,True,True,False,False,False,True,False,
5646,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5647,Canada,40-50,"$60,000 - $80,000",True,True,True,False,False,False,False,True,False,False,True,True,False,False,
5648,United States of America,35-39,"$60,000 - $80,000",False,True,True,True,False,False,False,True,True,False,False,False,True,False,
5649,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,True,True,False,False,False,
5650,Australasia,40-50,"$60,000 - $80,000",True,False,False,False,False,False,False,False,False,True,True,False,False,False,Delphi
5651,Other Europe,25-29,"$20,000 - $40,000",False,False,True,True,True,False,False,False,False,False,True,False,False,False,
5652,Africa,< 20,"<$20,000",True,True,True,True,False,False,False,True,True,False,False,False,False,False,
5653,Other Europe,25-29,"$60,000 - $80,000",True,True,True,False,True,False,False,True,True,False,False,False,False,False,
5654,United States of America,51-60,"$100,000 - $120,000",True,True,True,False,False,False,True,True,False,False,False,True,False,False,Scala
5655,Middle East,25-29,"$80,000 - $100,000",True,False,False,False,False,False,False,False,True,True,False,False,False,False,MATLAB
5656,Netherlands,35-39,"$60,000 - $80,000",False,False,True,False,False,False,False,True,False,False,False,False,False,False,Delphi
5657,Canada,30-34,"$40,000 - $60,000",True,False,True,False,False,False,False,False,False,False,True,False,False,False,
5658,Germany,25-29,"$60,000 - $80,000",True,False,False,False,True,False,False,False,False,True,False,False,False,False,
5659,United States of America,30-34,"$100,000 - $120,000",True,True,True,False,False,False,False,True,False,False,False,False,False,False,
5660,India,20-24,Rather not say,True,False,True,True,False,False,False,True,False,False,True,False,True,False,
5661,Germany,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5662,Other Europe,25-29,"$60,000 - $80,000",False,False,True,False,True,False,True,False,False,True,True,False,True,False,
5663,Canada,< 20,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5664,United States of America,40-50,"$100,000 - $120,000",True,True,True,False,False,False,False,True,False,True,True,False,False,False,
5665,United States of America,< 20,Student / Unemployed,True,True,True,True,False,False,False,True,True,True,False,False,True,False,
5666,United States of America,20-24,"$40,000 - $60,000",True,True,True,True,False,False,False,True,True,True,False,False,True,False,
5667,United States of America,30-34,"$120,000 - $140,000",True,True,True,False,False,False,False,True,True,False,False,False,False,False,
5668,United States of America,20-24,"$80,000 - $100,000",True,True,True,False,True,False,False,False,False,True,True,False,True,False,Haskell
5669,United States of America,20-24,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,False,False,False,
5670,United States of America,30-34,,True,False,False,False,False,False,False,False,False,True,True,False,False,False,MATLAB/Octave
5671,Other Europe,25-29,Rather not say,False,True,False,False,False,False,False,False,False,True,True,False,False,False,R
5672,Canada,35-39,"$40,000 - $60,000",False,False,False,False,True,False,False,False,True,True,False,False,False,False,"Labview, MATLAB"
5673,Canada,25-29,"$80,000 - $100,000",True,True,True,False,False,False,False,False,True,False,True,False,True,False,
5674,United States of America,30-34,"$80,000 - $100,000",True,True,False,False,False,True,False,True,True,True,False,False,False,False,
5675,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,False,False,True,False,True,True,True,False,False,False,
5676,United States of America,25-29,Student / Unemployed,False,False,False,True,True,False,False,False,False,True,True,False,False,False,MATLAB
5677,United Kingdom,40-50,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,True,True,False,False,
5678,United States of America,51-60,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5679,Africa,30-34,"$40,000 - $60,000",False,True,True,False,False,False,False,False,True,False,False,False,False,False,
5680,Canada,40-50,"$60,000 - $80,000",True,True,True,True,False,True,False,True,True,False,True,True,True,False,
5681,United States of America,20-24,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5682,France,30-34,"$40,000 - $60,000",False,True,False,False,False,False,False,True,True,True,False,False,False,False,
5683,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,False,False,False,True,False,False,False,False,True,False,ColdFusion
5684,United States of America,35-39,"$80,000 - $100,000",False,True,True,False,False,False,False,True,True,False,False,False,False,False,
5685,Mexico,25-29,"<$20,000",False,True,False,True,False,False,False,True,True,True,False,False,False,False,
5686,Other Europe,20-24,Student / Unemployed,False,True,True,True,False,True,False,False,True,True,True,False,True,False,
5687,United Kingdom,51-60,"$60,000 - $80,000",True,False,False,False,False,False,False,True,True,False,False,False,False,False,
5688,United States of America,20-24,"$40,000 - $60,000",True,True,True,True,False,False,False,True,True,False,False,False,True,False,
5689,United States of America,25-29,"$60,000 - $80,000",True,True,False,False,False,False,False,False,True,False,False,False,True,False,
5690,Canada,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
5691,United States of America,40-50,">$140,000",False,False,False,False,True,False,False,False,False,False,True,False,False,False,
5692,United States of America,25-29,"$60,000 - $80,000",True,True,False,True,True,False,False,True,False,False,False,False,False,False,
5693,Canada,30-34,,True,True,False,False,False,False,False,True,True,False,False,False,False,False,
5694,Other Europe,30-34,"$40,000 - $60,000",True,True,True,False,False,False,False,True,False,False,False,False,False,False,
5695,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5696,South America,20-24,"<$20,000",False,False,False,False,True,False,False,False,False,True,True,False,False,False,
5697,United States of America,20-24,Rather not say,True,True,True,False,True,True,False,False,False,True,True,False,True,False,"J, Haskell, Lisp"
5698,United States of America,30-34,"$100,000 - $120,000",False,True,True,True,False,False,False,True,True,False,False,False,True,False,VB .Net
5699,Canada,35-39,"$100,000 - $120,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5700,United States of America,30-34,"$80,000 - $100,000",False,True,True,True,False,False,False,True,True,True,True,False,True,False,"Batch, VBA, VB.NET,"
5701,United States of America,30-34,"$120,000 - $140,000",True,True,True,False,False,False,False,True,True,False,False,True,True,False,
5702,United States of America,40-50,Rather not say,False,True,False,False,False,False,True,False,True,False,False,False,True,False,"F#, Haskell, Delphi, Clojure"
5703,United States of America,30-34,"$80,000 - $100,000",True,True,True,False,True,False,False,True,False,True,True,False,True,False,
5704,Middle East,20-24,"<$20,000",False,True,False,False,False,False,True,False,True,False,False,False,False,False,
5705,Other Europe,20-24,Rather not say,False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5706,Canada,25-29,"$40,000 - $60,000",False,True,True,False,False,False,False,False,True,False,False,False,False,False,VB.NET
5707,Other Europe,40-50,"$80,000 - $100,000",False,True,False,False,False,False,False,True,True,False,True,False,True,False,
5708,Canada,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,VB.NET
5709,Italy,20-24,Rather not say,False,False,True,True,False,False,False,False,False,False,False,False,True,False,
5710,United States of America,35-39,Rather not say,False,False,False,True,True,False,False,True,False,True,True,True,False,False,
5711,United States of America,35-39,"$120,000 - $140,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5712,United Kingdom,40-50,"$120,000 - $140,000",True,True,True,True,False,False,False,True,True,False,False,True,True,False,
5713,United States of America,30-34,,True,True,True,True,False,False,False,True,False,True,False,False,False,False,
5714,United States of America,25-29,"$60,000 - $80,000",True,True,True,False,False,False,False,True,False,False,False,False,True,False,
5715,United States of America,20-24,"$20,000 - $40,000",True,False,False,False,False,False,False,True,True,True,False,False,False,False,
5716,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5717,United States of America,20-24,"$20,000 - $40,000",False,True,False,True,True,False,True,True,False,True,False,False,False,False,ActionScript
5718,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5719,South America,30-34,"$40,000 - $60,000",False,True,True,False,False,False,False,True,True,False,False,False,True,False,
5720,United States of America,35-39,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,False,True,False,
5721,United States of America,30-34,Rather not say,False,False,False,False,False,False,False,True,True,True,False,False,False,False,
5722,United States of America,< 20,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,False,False,False,
5723,Other Europe,20-24,"<$20,000",True,True,True,True,False,False,True,True,False,False,False,False,True,False,
5724,Mexico,20-24,"<$20,000",True,True,True,True,False,False,True,True,False,True,False,False,True,False,"qml, actionscript"
5725,United Kingdom,25-29,">$140,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5726,Netherlands,40-50,"$40,000 - $60,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,Delphi
5727,Canada,35-39,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,
5728,Canada,< 20,Student / Unemployed,False,True,True,True,False,False,False,False,False,False,True,False,True,False,
5729,Other Europe,25-29,Rather not say,True,True,True,False,False,False,False,False,False,False,False,False,False,False,
5730,Canada,25-29,"$60,000 - $80,000",False,False,False,False,True,False,False,False,True,False,False,False,False,False,
5731,United States of America,20-24,"$100,000 - $120,000",False,True,True,True,False,False,False,False,True,True,True,False,True,False,
5732,United States of America,30-34,"$40,000 - $60,000",False,True,True,True,True,False,False,True,False,False,False,False,True,False,
5733,North America (Other),,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
5734,Other Europe,40-50,"$120,000 - $140,000",True,False,False,False,False,False,False,True,False,False,False,False,False,False,
5735,United Kingdom,20-24,,False,True,True,False,False,False,False,False,True,False,False,False,True,False,
5736,United States of America,40-50,"$20,000 - $40,000",False,True,True,True,False,False,True,True,False,True,False,False,False,False,
5737,United States of America,35-39,">$140,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5738,South America,25-29,"$20,000 - $40,000",True,True,False,False,False,False,False,True,False,False,False,False,False,False,
5739,South America,30-34,Rather not say,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Prolog
5740,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,
5741,Other Europe,25-29,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
5742,North America (Other),40-50,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5743,United States of America,40-50,"$100,000 - $120,000",False,True,False,False,False,False,False,True,False,False,False,False,True,False,ColdFusion
5744,United States of America,25-29,"$40,000 - $60,000",True,True,False,False,False,False,False,False,False,False,False,False,False,False,
5745,Other Europe,25-29,"$20,000 - $40,000",False,False,False,False,False,True,False,False,False,True,True,False,False,False,
5746,Germany,25-29,Rather not say,False,True,False,False,False,False,False,True,True,False,False,False,True,False,
5747,United States of America,25-29,"$20,000 - $40,000",False,True,True,True,False,False,False,True,False,True,True,False,True,False,
5748,Other Europe,20-24,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,Delphi
5749,United Kingdom,25-29,"$20,000 - $40,000",False,True,True,False,False,False,False,True,False,False,False,False,True,False,
5750,United States of America,< 20,Student / Unemployed,True,False,False,False,False,False,False,False,False,False,False,False,False,False,
5751,United States of America,30-34,,False,True,True,True,False,False,False,True,True,False,False,False,True,False,
5752,United Kingdom,< 20,Student / Unemployed,False,True,True,True,False,True,False,True,False,False,False,False,True,False,
5753,United States of America,40-50,Rather not say,True,False,False,False,False,False,True,True,False,False,False,False,True,False,
5754,Canada,30-34,"$60,000 - $80,000",False,True,True,False,False,False,False,False,True,False,False,False,True,False,
5755,United States of America,30-34,"$80,000 - $100,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,
5756,Australasia,30-34,"$40,000 - $60,000",False,False,False,False,False,False,False,True,True,True,True,False,False,False,
5757,South America,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,True,True,False,False,False,False,False,
5758,Netherlands,25-29,"$40,000 - $60,000",True,False,False,True,True,False,False,True,False,False,False,False,False,False,
5759,Canada,51-60,Rather not say,False,False,False,False,True,False,False,False,False,True,True,False,False,False,
5760,United States of America,25-29,Rather not say,False,True,False,False,False,False,False,True,True,True,True,False,False,False,
5761,United Kingdom,30-34,"$60,000 - $80,000",False,False,False,True,False,False,False,False,True,False,False,False,True,False,
5762,United States of America,25-29,Rather not say,True,True,False,False,False,False,False,False,False,True,False,False,True,False,
5763,Other Europe,< 20,Student / Unemployed,False,True,True,True,False,False,False,True,False,False,False,False,True,False,
