,Country,Age,Income,C,C++,C#,Java,JavaScript,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
6523,United Arab Emirates,United Arab Emirates,,False,False,False,False,False,False,False,False,False,False,False,
6524,Australia,Australia,"$40,000 - $60,000",False,False,True,True,False,False,False,False,False,False,True,
6525,Italy,Italy,Student / Unemployed,False,True,False,False,True,False,False,True,False,True,True,
6526,Sri Lanka,Sri Lanka,,False,False,False,True,True,False,False,True,False,False,True,gwt
6527,India,India,Rather not say,True,True,True,True,True,False,False,False,False,False,True,
6528,Germany,Germany,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,True,"scala, Powershell"
6529,Finland,Finland,"$60,000 - $80,000",False,True,True,True,True,False,False,False,False,True,False,
6530,United States,United States,">$140,000",False,True,True,False,True,False,False,False,False,False,True,
6531,United States,United States,"$120,000 - $140,000",False,False,False,True,True,False,False,False,False,False,False,
6532,Australia,Australia,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
6533,United States,United States,"<$20,000",False,True,False,False,False,False,False,False,True,False,True,
6534,India,India,,False,False,False,False,False,False,False,False,False,False,False,
6535,India,India,"<$20,000",False,False,False,False,False,False,False,True,False,False,False,
6536,India,India,"$80,000 - $100,000",True,True,False,True,False,False,True,False,False,False,True,
6537,United States,United States,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,True,vb6
6538,United Kingdom,United Kingdom,"$60,000 - $80,000",False,False,False,False,True,False,False,False,True,True,True,
6539,United States,United States,"$100,000 - $120,000",True,False,False,False,True,False,False,True,False,False,True,
6540,Romania,Romania,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
6541,Israel,Israel,,False,False,False,False,True,True,False,False,False,False,False,
6542,India,India,Student / Unemployed,True,True,True,True,True,False,False,False,False,False,True,"j2ee, oracle"
6543,India,India,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
6544,India,India,,False,False,False,True,True,False,False,False,True,False,True,
6545,Pakistan,Pakistan,"$80,000 - $100,000",True,True,False,True,True,False,False,True,False,False,True,
6546,Philippines,Philippines,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,
6547,India,India,"<$20,000",True,False,False,True,False,False,False,False,True,False,False,Javafx
6548,China,China,Rather not say,False,False,False,False,False,False,False,False,True,False,False,
6549,Norway,Norway,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,
6550,Russia,Russia,Rather not say,False,False,False,True,False,False,False,False,False,False,True,
6551,United States,United States,"$20,000 - $40,000",False,True,True,True,True,False,False,False,True,False,False,
6552,Pakistan,Pakistan,"<$20,000",True,True,True,True,True,False,False,False,False,False,False,
6553,South Africa,South Africa,"$80,000 - $100,000",False,False,True,True,True,False,False,False,False,False,True,Scala
6554,India,India,Rather not say,False,False,False,False,True,False,False,True,False,False,True,"html,css"
6555,United States,United States,Student / Unemployed,False,False,False,True,True,False,False,True,False,False,True,Standard ML
6556,China,China,"<$20,000",True,False,False,True,False,False,True,False,False,False,False,
6557,Peru,Peru,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,False,
6558,United States,United States,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,True,True,
6559,India,India,"<$20,000",False,False,False,False,True,False,False,True,False,False,True,
6560,India,India,,False,False,True,False,False,False,False,False,False,False,False,
6561,Poland,Poland,"$40,000 - $60,000",False,False,True,False,True,False,False,True,False,False,True,Dynamics CRM
6562,India,India,"<$20,000",False,False,False,False,False,False,True,False,False,False,False,
6563,United States,United States,"$120,000 - $140,000",True,False,False,False,False,False,True,True,False,False,False,
6564,India,India,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,False,
6565,India,India,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,R
6566,Sri Lanka,Sri Lanka,Student / Unemployed,False,False,False,True,True,False,False,False,False,False,False,
6567,India,India,"$20,000 - $40,000",False,False,False,False,True,False,False,True,False,False,True,
6568,United States,United States,"$100,000 - $120,000",True,True,False,False,False,False,False,False,True,False,False,
6569,Australia,Australia,"$120,000 - $140,000",False,False,False,False,True,False,True,False,True,False,False,Delphi
6570,India,India,Student / Unemployed,True,False,False,False,False,False,False,False,False,False,False,
6571,United States,United States,Student / Unemployed,False,True,False,True,False,False,False,True,False,False,False,
6572,India,India,Rather not say,False,False,True,False,False,False,False,False,False,False,True,
6573,China,China,"<$20,000",False,False,False,False,True,False,False,True,False,False,True,
6574,United States,United States,"$120,000 - $140,000",False,True,False,False,False,False,False,False,True,False,True,
6575,Israel,Israel,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
6576,India,India,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,
6577,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,False,True,False,False,Fortran
6578,India,India,Rather not say,False,False,True,False,False,False,False,False,False,False,False,
6579,India,India,Rather not say,True,True,True,True,True,False,False,True,True,False,True,
6580,India,India,"<$20,000",False,False,False,False,True,False,False,True,False,False,True,
6581,Iran,Iran,,False,False,False,False,False,False,False,False,False,False,False,
6582,India,India,Student / Unemployed,True,True,False,True,True,False,False,False,False,True,False,
6583,India,India,"<$20,000",False,False,False,True,True,False,False,False,False,False,True,
6584,India,India,"<$20,000",False,False,False,True,True,False,False,False,False,False,False,
6585,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,Scala
6586,Bangladesh,Bangladesh,"<$20,000",True,True,False,False,True,False,False,True,False,False,True,
6587,India,India,"<$20,000",False,False,False,False,True,True,False,True,False,False,True,"Redis, HTML"
6588,India,India,"<$20,000",True,True,True,True,False,False,False,False,False,False,False,
6589,India,India,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,False,
6590,Australia,Australia,"$100,000 - $120,000",False,True,False,True,True,False,True,True,False,False,True,
6591,India,India,Student / Unemployed,False,False,False,True,False,False,False,False,False,False,False,scala
6592,United States,United States,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,True,True,Perl
6593,India,India,Rather not say,False,False,True,False,True,False,False,False,False,False,False,
6594,Sri Lanka,Sri Lanka,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,
6595,India,India,,True,False,False,True,False,False,False,True,True,False,True,
6596,United States,United States,Rather not say,False,True,True,False,True,False,False,False,False,False,True,
6597,India,India,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,
6598,Germany,Germany,Rather not say,False,True,True,False,False,False,False,False,False,False,True,Delphi
6599,United States,United States,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,True,
6600,Australia,Australia,"$120,000 - $140,000",False,False,False,False,True,False,False,False,False,False,True,PL/SQL
6601,Kazakhstan,Kazakhstan,"<$20,000",False,False,True,True,False,False,False,False,False,False,True,
6602,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,False,True,VB.NET
6603,United States,United States,,True,True,True,False,False,False,False,False,False,False,False,
6604,India,India,"<$20,000",False,False,True,False,True,False,False,True,False,False,True,
6605,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
6606,Romania,Romania,"$40,000 - $60,000",True,False,True,False,False,False,False,False,False,False,True,
6607,India,India,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,Android
6608,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,True,
6609,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,True,True,False,
6610,Indonesia,Indonesia,Rather not say,False,True,False,True,False,False,False,False,False,False,True,
6611,India,India,Student / Unemployed,True,True,False,False,True,False,True,False,False,False,True,
6612,United Kingdom,United Kingdom,"$100,000 - $120,000",False,False,False,True,False,False,False,False,False,False,False,
6613,India,India,"<$20,000",True,True,False,False,True,False,False,True,False,False,True,
6614,India,India,"<$20,000",False,False,True,True,True,True,True,True,True,True,True,
6615,United States,United States,Student / Unemployed,False,False,False,True,True,False,False,False,True,False,True,
6616,United States,United States,"$120,000 - $140,000",False,False,False,False,True,False,False,True,False,True,True,
6617,South Korea,South Korea,"$40,000 - $60,000",False,True,True,False,False,False,False,False,False,False,False,
6618,India,India,"<$20,000",True,True,False,True,True,False,False,False,False,True,True,
6619,United States,United States,">$140,000",False,False,True,False,True,False,False,True,False,False,True,
6620,Japan,Japan,"$80,000 - $100,000",False,False,False,False,True,False,False,False,True,False,True,bash
6621,Australia,Australia,"$40,000 - $60,000",True,False,True,False,True,True,False,False,False,False,True,
6622,Brazil,Brazil,"<$20,000",False,False,True,False,False,False,False,False,False,False,True,
6623,United States,United States,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,vb.net
6624,United States,United States,"$20,000 - $40,000",False,False,False,False,True,False,False,True,False,False,False,CSS
6625,Bangladesh,Bangladesh,Student / Unemployed,False,True,False,False,False,False,False,False,True,False,False,
6626,United States,United States,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,
6627,Canada,Canada,"<$20,000",False,False,False,False,True,False,True,False,True,True,True,"clojure, coffeescript"
6628,Kuwait,Kuwait,,False,False,False,False,False,False,False,False,True,False,True,
6629,Canada,Canada,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,False,
6630,India,India,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
6631,United States,United States,"$100,000 - $120,000",False,True,True,True,True,False,False,True,True,False,True,Perl
6632,China,China,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,True,
6633,Russia,Russia,Rather not say,False,False,False,False,True,False,False,True,False,False,True,
6634,India,India,"<$20,000",False,False,True,True,False,False,False,False,False,False,True,
6635,Greece,Greece,Student / Unemployed,True,False,False,False,True,False,False,False,True,False,False,
6636,United States,United States,Student / Unemployed,False,False,False,True,False,False,False,False,True,False,False,
6637,India,India,Rather not say,True,False,True,False,True,False,False,False,False,False,True,
6638,United States,United States,Student / Unemployed,False,True,False,True,True,False,False,False,True,True,False,
6639,United States,United States,Rather not say,False,False,False,True,True,False,False,False,True,False,True,
6640,Australia,Australia,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,
6641,Sri Lanka,Sri Lanka,,False,False,True,True,True,False,False,False,False,False,True,
6642,United States,United States,"$20,000 - $40,000",False,True,False,False,False,False,False,False,True,False,False,"LaTeX, emacs lisp"
6643,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,False,True,PL/SQL
6644,Australia,Australia,"$80,000 - $100,000",True,False,False,False,True,True,True,True,True,False,False,
6645,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,True,True,
6646,Brazil,Brazil,"<$20,000",False,False,False,True,False,False,False,True,False,False,True,
6647,China,China,Rather not say,True,False,True,False,True,False,False,False,False,False,True,VBScript
6648,United Kingdom,United Kingdom,"$100,000 - $120,000",False,False,False,False,False,False,False,False,True,False,True,assembler
6649,Australia,Australia,,False,False,False,True,True,False,True,False,False,False,False,
6650,Indonesia,Indonesia,"<$20,000",True,False,False,True,False,False,True,False,False,False,False,
6651,Canada,Canada,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
6652,India,India,"<$20,000",False,False,False,True,False,False,False,True,False,False,True,
6653,United States,United States,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,
6654,Hong Kong,Hong Kong,,False,False,False,True,True,False,False,False,False,False,True,
6655,United States,United States,">$140,000",False,False,False,True,True,False,False,False,False,False,True,
6656,Australia,Australia,"$40,000 - $60,000",False,False,True,False,True,True,False,False,True,False,True,CoffeeScript
6657,India,India,Rather not say,False,False,True,False,True,True,False,False,False,False,True,
6658,United States,United States,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,vb.net
6659,United States,United States,"$80,000 - $100,000",True,True,True,True,True,False,False,False,True,False,True,
6660,New Zealand,New Zealand,"$40,000 - $60,000",False,False,False,False,True,False,False,False,True,False,True,
6661,Taiwan,Taiwan,"$20,000 - $40,000",False,False,False,True,True,False,False,False,True,False,False,Groovy
6662,United States,United States,Student / Unemployed,False,True,False,False,False,False,True,False,True,False,False,
6663,United States,United States,Student / Unemployed,False,True,False,True,False,False,False,False,True,False,False,
6664,Indonesia,Indonesia,Rather not say,False,False,False,False,True,True,False,True,True,True,True,
6665,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,True,True,False,True,
6666,Philippines,Philippines,Rather not say,False,True,False,False,True,False,False,False,False,False,False,
6667,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,True,True,
6668,United States,United States,Rather not say,True,True,True,True,True,False,False,True,True,False,True,
6669,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,True,
6670,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,True,
6671,Singapore,Singapore,Student / Unemployed,False,False,True,False,True,False,False,False,False,False,False,
6672,United States,United States,">$140,000",False,False,True,False,True,False,False,True,True,False,True,
6673,United States,United States,Student / Unemployed,False,False,False,True,True,False,False,False,False,False,False,
6674,Canada,Canada,,False,False,False,False,False,False,False,False,False,False,False,
6675,United States,United States,Rather not say,False,False,False,False,True,False,False,False,True,False,True,
6676,Philippines,Philippines,Student / Unemployed,False,False,True,True,False,False,False,False,False,False,False,
6677,Canada,Canada,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
6678,Argentina,Argentina,"<$20,000",False,False,False,False,True,False,False,True,False,False,False,
6679,Argentina,Argentina,Student / Unemployed,False,False,True,False,False,False,False,False,False,False,False,
6680,Hong Kong,Hong Kong,Rather not say,False,False,False,True,False,False,False,True,False,False,False,
6681,Australia,Australia,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,
6682,United States,United States,"$60,000 - $80,000",True,True,False,False,True,False,False,False,False,True,True,
6683,United Kingdom,United Kingdom,Student / Unemployed,False,False,False,True,True,False,False,True,False,False,True,
6684,Canada,Canada,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,True,False,
6685,United States,United States,"$80,000 - $100,000",False,False,False,True,False,False,False,False,False,False,False,ActionScript
6686,United States,United States,">$140,000",False,True,False,False,False,True,False,True,False,False,False,
6687,Argentina,Argentina,Student / Unemployed,True,True,False,True,False,False,False,False,False,False,False,
6688,Singapore,Singapore,Rather not say,False,False,True,False,True,False,False,False,False,False,False,
6689,United States,United States,"$100,000 - $120,000",True,True,False,True,True,True,True,True,True,True,True,HTML/CSS
6690,Canada,Canada,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,True,
6691,United States,United States,Student / Unemployed,True,False,True,True,True,False,False,False,True,False,False,
6692,United States,United States,"$60,000 - $80,000",False,False,True,False,False,False,False,False,True,False,True,
6693,Australia,Australia,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,False,
6694,United States,United States,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,False,
6695,United States,United States,Rather not say,False,False,False,False,True,False,False,True,True,False,False,
6696,United States,United States,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
6697,Canada,Canada,Student / Unemployed,False,False,False,False,False,True,True,True,False,False,False,
6698,United States,United States,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,True,
6699,United States,United States,Student / Unemployed,True,True,False,True,False,False,False,False,True,False,False,
6700,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
6701,United States,United States,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
6702,Philippines,Philippines,Student / Unemployed,False,False,False,True,True,False,False,True,True,True,True,
6703,Canada,Canada,Rather not say,False,False,False,False,False,False,False,False,False,False,False,Delphi
6704,Singapore,Singapore,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,
6705,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,False,
6706,United States,United States,"$40,000 - $60,000",False,True,False,True,False,False,False,False,True,False,True,
6707,Hong Kong,Hong Kong,Rather not say,False,False,False,True,True,False,True,True,False,False,True,jQuery
6708,New Zealand,New Zealand,"$40,000 - $60,000",True,True,True,False,True,False,False,False,True,False,True,
6709,Germany,Germany,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,True,
6710,United States,United States,"$100,000 - $120,000",False,False,False,True,True,True,False,False,True,True,True,
6711,United States,United States,"$120,000 - $140,000",False,True,True,True,True,False,True,True,True,False,True,
6712,South Africa,South Africa,,False,True,False,True,False,False,False,False,False,False,False,
6713,United States,United States,,False,False,False,True,True,True,False,False,True,True,True,
6714,Australia,Australia,"$80,000 - $100,000",False,False,False,False,True,True,False,True,False,True,True,
6715,Taiwan,Taiwan,"$20,000 - $40,000",False,True,False,False,True,False,False,False,True,False,False,
6716,Australia,Australia,Rather not say,False,False,False,False,True,False,False,True,False,False,True,
6717,United States,United States,Rather not say,False,False,False,False,False,False,True,False,False,False,False,
6718,Brazil,Brazil,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6719,United States,United States,"$80,000 - $100,000",True,True,False,True,True,True,True,False,False,False,False,
6720,India,India,"<$20,000",False,False,False,True,True,False,False,False,False,False,True,
6721,United States,United States,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,False,True,ASP/VBScript
6722,China,China,"<$20,000",False,False,True,False,True,False,False,False,False,False,True,
6723,United States,United States,Student / Unemployed,False,False,False,True,True,False,False,True,False,False,False,
6724,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,True,False,False,
6725,Mexico,Mexico,Student / Unemployed,False,True,False,False,True,False,False,False,True,False,False,basic .net
6726,United States,United States,"$80,000 - $100,000",False,False,False,True,False,False,False,False,True,False,False,
6727,Canada,Canada,"$100,000 - $120,000",True,True,False,False,False,False,False,False,True,False,False,FORTRAN
6728,India,India,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,True,
6729,Argentina,Argentina,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6730,Canada,Canada,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,COBOL
6731,South Korea,South Korea,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,False,True,
6732,Japan,Japan,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6733,United States,United States,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,False,
6734,Australia,Australia,"$120,000 - $140,000",False,False,True,False,False,False,False,False,False,False,False,Lisp
6735,Canada,Canada,Student / Unemployed,False,False,True,True,True,False,True,False,False,True,False,
6736,India,India,Rather not say,False,False,False,True,True,False,False,False,False,False,False,
6737,Australia,Australia,,False,False,True,False,True,False,False,False,False,False,True,
6738,United States,United States,,False,False,False,False,True,False,False,True,True,False,False,
6739,United Kingdom,United Kingdom,"<$20,000",False,True,False,False,False,False,False,False,False,False,False,
6740,United States,United States,"$100,000 - $120,000",True,True,False,True,False,False,True,False,False,False,False,
6741,Australia,Australia,"$80,000 - $100,000",True,True,True,False,False,False,False,False,False,False,True,
6742,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
6743,Russia,Russia,"$20,000 - $40,000",False,True,True,False,False,False,False,False,False,False,False,
6744,United States,United States,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,True,
6745,United States,United States,"$100,000 - $120,000",False,False,False,True,False,False,False,False,False,False,False,
6746,Singapore,Singapore,Student / Unemployed,False,False,False,True,True,False,False,False,False,True,True,
6747,Canada,Canada,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,True,VBA
6748,United States,United States,"$120,000 - $140,000",False,False,True,False,False,False,False,False,False,False,True,powershell
6749,United States,United States,Student / Unemployed,False,True,True,False,False,False,False,False,False,False,False,
6750,Austria,Austria,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6751,United States,United States,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,True,
6752,United States,United States,Rather not say,False,False,False,True,True,False,False,False,True,False,True,
6753,Vietnam,Vietnam,Rather not say,True,False,False,False,True,False,True,False,False,False,False,
6754,Turkey,Turkey,"<$20,000",True,False,True,True,True,False,False,True,True,False,True,
6755,Australia,Australia,"$100,000 - $120,000",False,False,False,False,True,False,False,False,False,False,False,
6756,New Zealand,New Zealand,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,True,Microsoft BizTalk
6757,Malaysia,Malaysia,"<$20,000",False,False,False,False,False,False,False,False,False,False,False,
6758,Australia,Australia,">$140,000",False,False,False,False,False,False,True,False,True,True,False,
6759,Australia,Australia,"$80,000 - $100,000",False,False,False,False,True,False,False,True,True,False,True,
6760,United States,United States,">$140,000",False,True,False,True,False,False,False,False,True,False,False,Go
6761,Canada,Canada,Student / Unemployed,False,False,False,True,False,False,False,False,True,False,False,lua
6762,United States,United States,"$100,000 - $120,000",False,True,False,False,False,False,False,False,True,False,False,
6763,United States,United States,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6764,Russia,Russia,"$100,000 - $120,000",False,False,False,False,True,True,False,False,False,True,True,
6765,United States,United States,"$80,000 - $100,000",False,False,False,False,True,False,False,True,False,False,True,
6766,United States,United States,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
6767,Australia,Australia,,False,False,False,False,False,False,False,False,False,False,False,
6768,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,True,True,
6769,Malaysia,Malaysia,"<$20,000",False,False,True,False,True,False,False,False,False,False,True,
6770,Israel,Israel,Student / Unemployed,True,True,False,True,False,False,False,True,True,False,True,
6771,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
6772,Indonesia,Indonesia,"<$20,000",False,False,False,False,True,False,False,True,False,False,False,
6773,United States,United States,"$120,000 - $140,000",False,False,False,False,False,False,False,False,False,False,True,
6774,United States,United States,"$100,000 - $120,000",False,False,True,False,True,False,False,False,False,False,False,
6775,Canada,Canada,Student / Unemployed,True,True,False,False,False,False,False,False,True,False,False,
6776,United States,United States,"$60,000 - $80,000",False,False,False,True,False,False,False,False,True,False,True,Mongo
6777,Australia,Australia,Rather not say,False,False,True,False,True,False,False,False,False,False,True,
6778,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,False,True,Groovy
6779,United States,United States,Student / Unemployed,False,False,True,True,False,False,False,False,False,False,False,
6780,Tunisia,Tunisia,,False,False,False,False,False,False,False,False,False,False,False,
6781,United States,United States,">$140,000",False,False,True,True,True,True,False,False,True,False,True,
6782,United States,United States,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,False,matlab
6783,Canada,Canada,Student / Unemployed,False,False,False,True,True,False,False,True,True,False,False,
6784,United States,United States,Student / Unemployed,False,False,False,True,True,False,False,False,False,False,False,Processing
6785,Australia,Australia,"$60,000 - $80,000",False,True,False,False,False,False,False,False,False,False,False,
6786,United States,United States,Student / Unemployed,True,False,False,True,False,False,True,False,True,False,False,Ur/Web
6787,United States,United States,"$80,000 - $100,000",False,True,True,False,False,False,False,False,False,False,False,
6788,United States,United States,"$80,000 - $100,000",True,False,False,False,False,False,False,False,False,False,False,"Perl, ARM"
6789,United States,United States,Student / Unemployed,False,False,False,False,True,False,False,True,False,False,True,
6790,United States,United States,,False,False,False,False,False,False,False,False,False,False,False,
6791,Vietnam,Vietnam,Student / Unemployed,False,True,True,False,True,False,False,False,False,False,True,"html, css3, jquery"
6792,Australia,Australia,"$20,000 - $40,000",False,False,False,True,True,False,False,True,True,False,True,
6793,United States,United States,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6794,United States,United States,">$140,000",True,True,True,True,True,False,True,True,False,False,True,
6795,United States,United States,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,True,
6796,Japan,Japan,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6797,India,India,Student / Unemployed,True,True,True,True,True,False,False,False,True,False,True,Bash
6798,Australia,Australia,"$80,000 - $100,000",True,True,True,False,False,True,False,False,False,False,True,
6799,United States,United States,"$60,000 - $80,000",False,False,True,True,True,False,False,False,False,False,True,
6800,United States,United States,"$80,000 - $100,000",False,False,True,False,True,False,False,True,False,False,True,
6801,United Kingdom,United Kingdom,"$40,000 - $60,000",True,True,False,True,True,False,False,False,True,False,False,
6802,Hong Kong,Hong Kong,"$40,000 - $60,000",False,False,False,True,True,False,False,True,False,False,True,
6803,Australia,Australia,"$80,000 - $100,000",False,False,False,False,True,False,False,False,False,True,True,Groovy
6804,Indonesia,Indonesia,Rather not say,False,False,True,True,True,False,False,True,True,False,True,
6805,Denmark,Denmark,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
6806,Canada,Canada,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,False,False,
6807,United States,United States,"$40,000 - $60,000",False,False,False,True,True,False,False,True,False,False,True,
6808,United States,United States,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,True,Scala
6809,India,India,"<$20,000",True,False,False,False,True,False,False,False,True,False,True,
6810,United States,United States,"$60,000 - $80,000",True,False,True,False,False,False,False,False,True,False,False,Assembly
6811,United States,United States,"$120,000 - $140,000",False,True,True,False,False,False,False,False,False,False,True,
6812,Australia,Australia,"$40,000 - $60,000",False,False,False,False,True,True,False,True,False,False,True,
6813,United States,United States,Student / Unemployed,True,False,False,False,False,False,False,False,True,False,False,SAS
6814,United Kingdom,United Kingdom,"$60,000 - $80,000",False,False,False,False,True,True,False,False,True,False,False,
6815,United States,United States,,False,False,False,True,True,False,False,False,False,False,False,
6816,Australia,Australia,"$80,000 - $100,000",False,False,True,False,True,False,False,False,False,True,True,
6817,United States,United States,"$80,000 - $100,000",True,True,True,False,True,False,False,False,False,False,False,Xslt
6818,Canada,Canada,Student / Unemployed,False,True,False,False,True,False,False,True,True,True,False,
6819,United States,United States,"$120,000 - $140,000",True,True,False,True,False,False,False,False,True,False,True,
6820,Australia,Australia,"$60,000 - $80,000",False,False,False,False,False,False,True,False,False,False,False,
6821,India,India,"$20,000 - $40,000",False,False,False,False,True,False,False,True,False,False,True,
6822,United States,United States,Rather not say,False,False,False,True,True,False,False,False,False,False,False,ACTIONSCRIPT
6823,China,China,"$20,000 - $40,000",True,True,False,False,False,False,False,False,False,False,False,
6824,United States,United States,">$140,000",False,False,False,True,False,False,False,False,False,False,False,
6825,Estonia,Estonia,,False,False,False,False,True,False,False,False,True,False,True,
6826,Canada,Canada,"<$20,000",True,True,True,True,True,True,True,True,True,True,True,Lua
6827,United Kingdom,United Kingdom,Student / Unemployed,True,False,False,True,True,True,False,False,True,False,False,
6828,Australia,Australia,Rather not say,False,False,False,False,False,False,False,False,False,False,False,
6829,United States,United States,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,True,
6830,United States,United States,"$100,000 - $120,000",False,False,False,True,True,True,True,False,False,True,True,
6831,Australia,Australia,,False,False,True,False,True,False,False,False,False,False,True,ASP.NET
6832,United States,United States,Student / Unemployed,False,True,True,True,True,True,False,False,False,True,False,
6833,United States,United States,">$140,000",True,False,False,False,False,False,False,False,False,False,False,assembly
6834,Austria,Austria,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,Flex
6835,India,India,Rather not say,False,False,False,False,False,False,False,True,False,False,False,
6836,United States,United States,Student / Unemployed,True,True,False,True,False,False,True,True,True,False,False,
6837,India,India,"$60,000 - $80,000",False,False,False,True,True,False,True,False,False,False,False,
6838,Australia,Australia,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,
6839,Lebanon,Lebanon,Student / Unemployed,False,False,False,False,True,False,False,False,False,True,True,
6840,Canada,Canada,,False,False,False,False,False,False,False,False,False,False,False,
6841,Singapore,Singapore,,False,False,False,False,False,False,False,False,False,False,False,
6842,United States,United States,Student / Unemployed,True,False,True,True,True,False,False,False,True,False,True,
6843,United States,United States,"$80,000 - $100,000",False,False,True,True,True,False,False,False,False,False,True,
6844,Germany,Germany,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,True,
6845,United States,United States,"$60,000 - $80,000",False,False,False,True,True,False,False,True,False,True,True,
