,Country,Age,Income,C,C++,C#,Java,JavaScript,jQuery,JQuery,Node.js,Objective-C,PHP,Python,Ruby,SQL,Other (please specify)
7369,Canada,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,False,True,False,True,vb.net
7370,United States of America,30-34,,False,True,False,False,False,False,False,False,True,False,True,False,False,
7371,United States of America,40-50,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7372,United States of America,< 20,,True,True,False,True,True,True,False,False,False,True,False,True,True,
7373,Italy,20-24,,False,False,True,True,False,False,False,False,False,False,False,False,False,
7374,Germany,40-50,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7375,Canada,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7376,United States of America,20-24,"$80,000 - $100,000",False,False,False,False,True,True,False,False,True,True,True,False,True,
7377,Canada,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7378,Canada,40-50,"<$20,000",False,False,False,False,False,False,False,False,False,False,True,False,False,R
7379,Canada,20-24,,False,False,False,False,False,False,False,False,True,False,True,False,False,Lua
7380,United States of America,40-50,">$140,000",False,False,True,True,False,False,False,False,False,True,False,False,False,
7381,Netherlands,40-50,"$120,000 - $140,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
7382,Other Europe,30-34,"$60,000 - $80,000",True,False,False,False,False,False,False,False,False,False,True,False,True,
7383,Other Europe,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,False,False,False,False,css
7384,United States of America,25-29,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7385,United States of America,30-34,"$60,000 - $80,000",False,False,False,True,True,True,False,True,False,True,False,False,True,"Ubuntu, BASH"
7386,United States of America,20-24,"$120,000 - $140,000",True,True,True,True,True,False,False,False,False,True,True,True,True,C++/CLR
7387,Other Europe,25-29,"$20,000 - $40,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
7388,Germany,30-34,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
7389,United States of America,25-29,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,True,False,False,True,VB
7390,United States of America,40-50,"$120,000 - $140,000",False,False,False,False,True,True,False,False,False,False,True,False,False,
7391,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7392,United States of America,20-24,Student / Unemployed,True,True,False,True,True,True,False,False,False,True,False,False,True,
7393,South America,20-24,,False,False,False,False,True,True,False,False,False,True,False,False,False,
7394,United States of America,25-29,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,False,True,False,False,
7395,Germany,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7396,United States of America,25-29,"$80,000 - $100,000",False,False,False,True,True,False,False,False,False,False,False,False,True,
7397,United Kingdom,40-50,,False,False,True,True,True,False,False,False,False,False,False,False,True,vb.net
7398,United States of America,30-34,"$20,000 - $40,000",True,False,True,True,True,True,False,True,True,True,False,False,True,
7399,United States of America,25-29,"$100,000 - $120,000",False,False,False,True,True,True,False,False,False,False,False,True,True,
7400,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7401,United States of America,25-29,"$120,000 - $140,000",False,False,False,True,True,False,False,False,True,False,False,True,False,
7402,United States of America,40-50,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,True,False,False,False,
7403,Other Europe,20-24,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7404,United States of America,25-29,,False,True,False,True,False,False,False,False,False,True,False,False,False,
7405,United States of America,30-34,"$100,000 - $120,000",False,True,True,True,False,False,False,False,False,False,False,False,False,
7406,United States of America,25-29,"$20,000 - $40,000",False,True,False,True,False,False,False,False,False,False,True,False,True,
7407,Canada,30-34,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7408,United States of America,20-24,"<$20,000",False,False,False,False,False,True,False,False,False,True,False,False,True,
7409,Netherlands,< 20,"<$20,000",False,True,False,False,True,True,False,True,True,True,False,False,True,
7410,United States of America,51-60,"$120,000 - $140,000",False,False,False,True,True,True,False,False,False,False,False,False,True,
7411,Canada,35-39,">$140,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
7412,United States of America,40-50,,False,True,False,False,False,False,False,False,False,False,True,False,False,
7413,United States of America,25-29,,False,False,False,True,True,True,False,False,False,False,True,False,True,Haskell
7414,Other Europe,20-24,Rather not say,True,True,False,True,True,False,False,False,False,False,False,False,True,Clojure
7415,India,20-24,"<$20,000",False,False,True,True,True,True,False,False,True,True,False,False,True,
7416,United States of America,30-34,"$80,000 - $100,000",False,False,False,False,False,False,False,False,True,False,True,True,False,
7417,South America,30-34,"<$20,000",False,False,False,True,True,True,False,False,False,False,True,True,False,
7418,Other Europe,25-29,"<$20,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
7419,Africa,35-39,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,True,True,True,
7420,United States of America,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7421,United States of America,51-60,"$80,000 - $100,000",False,False,True,True,False,False,False,False,False,True,False,False,True,OpenEdge
7422,United States of America,30-34,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,True,False,False,True,
7423,United States of America,30-34,"$120,000 - $140,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7424,Africa,40-50,"$20,000 - $40,000",True,True,False,True,True,True,False,False,False,True,False,False,True,
7425,Mexico,25-29,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,True,False,False,"Backbone, Underscore, css"
7426,United States of America,25-29,"$60,000 - $80,000",False,False,False,False,True,False,False,False,False,True,False,True,False,
7427,Other Europe,< 20,Rather not say,False,True,False,False,True,True,False,False,False,True,False,False,True,Delphi
7428,Canada,25-29,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,False,True,False,True,
7429,United States of America,51-60,">$140,000",True,False,False,False,True,False,False,False,False,False,False,False,False,
7430,India,25-29,,True,False,False,False,True,False,False,False,False,False,False,False,False,bash
7431,United States of America,30-34,">$140,000",False,True,False,False,False,False,False,False,False,False,True,False,False,
7432,Germany,30-34,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,False,False,False,False,
7433,United States of America,25-29,"$100,000 - $120,000",False,False,False,False,True,True,False,True,False,True,True,False,False,
7434,United States of America,20-24,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
7435,United States of America,35-39,"$80,000 - $100,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7436,United States of America,25-29,"$80,000 - $100,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7437,United States of America,30-34,"$80,000 - $100,000",False,False,False,True,False,False,False,False,False,False,False,False,True,Groovy
7438,Other Europe,20-24,,True,False,False,True,False,True,False,False,False,True,True,False,True,
7439,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,False,False,True,True,
7440,United Kingdom,30-34,"$60,000 - $80,000",True,True,False,True,False,False,False,False,True,False,True,False,False,
7441,United States of America,35-39,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,False,False,False,True,RPG
7442,United States of America,40-50,">$140,000",True,True,False,True,False,False,False,False,True,False,False,False,False,
7443,France,30-34,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,True,False,
7444,United States of America,25-29,"$80,000 - $100,000",False,False,False,False,True,True,False,False,False,False,False,True,False,
7445,United States of America,25-29,"$60,000 - $80,000",False,False,False,True,True,False,False,False,False,False,False,False,True,
7446,United States of America,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,False,True,False,False,
7447,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7448,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7449,United States of America,20-24,"$60,000 - $80,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
7450,United States of America,25-29,"$60,000 - $80,000",False,True,False,True,False,False,False,False,False,False,True,False,False,
7451,Germany,30-34,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,False,False,False,go
7452,United States of America,40-50,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,True,False,False,False,
7453,Italy,35-39,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7454,Canada,30-34,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,False,False,ActionScript
7455,Canada,20-24,Student / Unemployed,True,True,False,False,False,False,False,False,False,False,False,False,False,
7456,United Kingdom,25-29,Rather not say,False,False,True,False,True,True,False,False,True,True,False,False,True,
7457,Other Europe,25-29,"<$20,000",False,False,True,False,True,False,False,False,True,True,False,False,True,
7458,United States of America,20-24,"$40,000 - $60,000",False,False,True,True,False,False,False,False,False,False,False,False,False,VB.NET
7459,United States of America,25-29,"$100,000 - $120,000",False,False,True,True,True,True,False,True,False,False,False,False,True,
7460,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7461,South America,25-29,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,True,False,True,True,"shell script, phing, capistrano, nginx"
7462,Russia,20-24,"$20,000 - $40,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
7463,United States of America,40-50,"$120,000 - $140,000",False,True,True,False,False,True,False,False,False,False,False,False,True,
7464,India,30-34,"$20,000 - $40,000",False,True,True,False,False,False,False,False,False,False,False,False,False,
7465,Other Europe,20-24,Student / Unemployed,False,True,True,True,False,False,False,False,False,False,True,False,False,
7466,India,25-29,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,True,MySQL
7467,Netherlands,25-29,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
7468,United States of America,40-50,"$120,000 - $140,000",False,False,False,False,False,False,False,False,False,False,False,False,True,
7469,United States of America,25-29,"$80,000 - $100,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
7470,United States of America,25-29,,False,False,False,True,True,True,False,False,False,False,False,False,True,
7471,South America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7472,India,20-24,"<$20,000",False,False,True,False,False,True,False,False,False,False,False,False,True,
7473,South America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7474,United States of America,30-34,"$120,000 - $140,000",False,False,True,True,True,True,False,True,False,False,False,False,True,
7475,Canada,25-29,"$60,000 - $80,000",False,False,True,True,True,True,False,False,False,True,False,False,True,
7476,Germany,20-24,Student / Unemployed,False,True,False,False,True,True,False,True,False,True,True,False,True,
7477,Middle East,30-34,Rather not say,False,False,False,False,True,True,False,False,False,False,True,False,True,
7478,Mexico,25-29,"$20,000 - $40,000",False,False,True,True,True,True,False,False,False,True,True,False,True,Scala
7479,United Kingdom,30-34,">$140,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
7480,United States of America,25-29,"$100,000 - $120,000",False,False,True,False,True,True,False,False,False,True,False,False,True,
7481,United States of America,25-29,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,True,False,False,
7482,United States of America,30-34,"$60,000 - $80,000",False,True,False,True,False,False,False,False,False,False,False,False,False,
7483,Canada,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,"HTML, CSS"
7484,United States of America,35-39,,True,False,False,True,False,False,False,False,False,False,False,False,False,
7485,Other Europe,20-24,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
7486,United States of America,40-50,"$60,000 - $80,000",False,False,False,False,True,True,False,True,True,True,False,True,True,
7487,Mexico,30-34,"$80,000 - $100,000",False,False,False,False,True,True,False,False,False,True,False,False,True,ASP (Classic)
7488,Canada,40-50,"$60,000 - $80,000",False,False,False,False,False,True,False,False,False,True,False,False,True,R
7489,United Kingdom,20-24,"$20,000 - $40,000",False,False,True,False,True,False,False,False,False,False,False,False,False,
7490,Other Europe,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7491,France,20-24,,True,True,False,False,False,False,False,False,False,False,False,False,False,
7492,India,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
7493,France,40-50,Rather not say,False,False,False,True,True,True,False,False,False,False,False,False,True,Go
7494,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7495,United States of America,40-50,"$80,000 - $100,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7496,Netherlands,25-29,"$40,000 - $60,000",False,True,True,False,False,False,False,False,False,False,True,False,False,
7497,Other Asia,20-24,Student / Unemployed,False,False,False,False,False,False,False,False,False,True,True,False,False,
7498,United Kingdom,25-29,"$20,000 - $40,000",False,False,False,False,False,True,False,False,False,True,False,False,True,
7499,Other Europe,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
7500,France,30-34,"$60,000 - $80,000",True,True,False,False,False,True,False,False,False,True,False,False,True,
7501,United States of America,< 20,"$20,000 - $40,000",False,True,False,False,True,False,False,True,False,True,True,True,False,
7502,Germany,30-34,"$40,000 - $60,000",False,False,False,False,True,True,False,False,False,False,True,False,True,
7503,United States of America,25-29,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,False,True,"batch, powershell"
7504,United States of America,35-39,">$140,000",False,False,False,False,False,False,False,False,False,False,False,False,False,
7505,South America,30-34,Rather not say,False,True,True,True,False,False,False,False,False,False,False,False,False,
7506,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7507,United States of America,25-29,"$80,000 - $100,000",True,True,False,False,False,False,False,False,False,False,True,False,False,"Mathematica, Fortran"
7508,Other Europe,25-29,"$20,000 - $40,000",False,False,False,True,True,True,False,True,False,True,False,False,True,
7509,Other Europe,25-29,,False,False,True,False,True,True,False,False,False,True,False,False,True,
7510,United Kingdom,35-39,Rather not say,False,False,True,False,True,True,False,False,False,True,True,False,True,elisp
7511,United Kingdom,25-29,"$40,000 - $60,000",False,True,False,False,True,True,False,False,False,True,False,True,True,
7512,United Kingdom,20-24,,False,False,True,False,True,False,False,False,False,False,False,False,True,
7513,Other Europe,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7514,South America,25-29,"$20,000 - $40,000",False,True,True,True,False,True,False,False,False,False,False,False,True,Grails
7515,Other Europe,20-24,,False,False,False,False,True,False,False,False,False,False,True,False,False,
7516,United States of America,20-24,"$20,000 - $40,000",True,False,False,True,False,False,False,False,False,False,False,False,False,
7517,Germany,20-24,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
7518,United States of America,25-29,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,False,False,
7519,France,20-24,Student / Unemployed,True,True,False,True,True,True,False,False,True,True,False,False,True,
7520,United States of America,30-34,"$40,000 - $60,000",False,False,True,True,True,True,False,False,False,False,False,False,True,
7521,Germany,30-34,"$100,000 - $120,000",False,False,True,False,True,True,False,True,False,False,True,False,True,
7522,United States of America,40-50,">$140,000",True,True,False,False,False,False,False,False,False,False,False,False,False,Perl
7523,United States of America,30-34,"$100,000 - $120,000",True,True,False,True,False,False,False,False,True,False,True,False,False,
7524,Canada,25-29,Rather not say,False,False,True,False,False,False,False,False,False,False,True,False,False,
7525,Middle East,20-24,,False,True,False,True,True,True,False,False,False,True,False,False,True,D
7526,France,30-34,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,True,True,False,True,scala
7527,United Kingdom,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7528,Australia,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7529,United States of America,25-29,Rather not say,False,False,False,False,True,True,False,False,True,True,False,False,True,
7530,Bangladesh,20-24,"<$20,000",False,False,True,True,False,False,False,False,False,False,False,False,False,
7531,United States of America,40-50,"$60,000 - $80,000",False,False,False,False,False,True,False,False,True,False,False,False,True,Coldfusion
7532,Russia,35-39,,False,False,False,True,True,True,False,False,True,True,True,False,True,
7533,Germany,30-34,Rather not say,False,False,True,False,True,True,False,False,False,False,False,True,False,LINQ
7534,Russia,20-24,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,True,False,
7535,United Kingdom,35-39,Rather not say,False,False,False,True,False,False,False,False,False,False,False,False,False,
7536,Other Europe,20-24,,True,True,False,True,False,False,False,False,False,False,True,True,True,
7537,United States of America,40-50,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,False,False,False,False,PowerShell
7538,United Kingdom,35-39,"$40,000 - $60,000",False,False,True,False,True,True,False,False,True,False,False,False,True,Visual Basic
7539,Other Europe,30-34,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7540,France,30-34,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,True,False,False,
7541,United States of America,40-50,"$80,000 - $100,000",False,False,True,False,True,False,False,True,False,False,False,True,False,
7542,Germany,35-39,"$20,000 - $40,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
7543,United States of America,40-50,"$80,000 - $100,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7544,Other Europe,40-50,Rather not say,False,True,False,False,False,False,False,False,False,False,False,False,False,
7545,United States of America,35-39,"$60,000 - $80,000",False,False,False,True,True,False,False,False,True,True,True,False,True,Lisp
7546,United Kingdom,35-39,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,False,False,False,True,
7547,South America,25-29,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,False,False,True,
7548,United States of America,51-60,">$140,000",False,False,False,True,True,True,False,True,False,False,False,False,True,
7549,United Kingdom,20-24,"$40,000 - $60,000",False,True,False,False,False,False,False,False,False,False,True,False,False,
7550,Other Europe,30-34,"$20,000 - $40,000",False,False,False,True,True,False,False,False,False,False,False,False,True,
7551,United Kingdom,25-29,Rather not say,False,False,False,False,True,True,False,False,True,True,False,False,True,
7552,Germany,30-34,"$60,000 - $80,000",True,False,False,False,True,False,False,False,True,False,False,True,True,
7553,United States of America,35-39,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
7554,United States of America,25-29,"$60,000 - $80,000",False,False,True,False,True,False,False,False,False,False,False,False,False,Oracle RPAS
7555,Italy,20-24,Student / Unemployed,True,False,False,True,True,True,False,False,False,True,False,False,True,
7556,United States of America,25-29,"$60,000 - $80,000",False,False,True,False,True,True,False,False,False,False,True,True,True,CoffeeScript
7557,United States of America,20-24,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
7558,United States of America,20-24,"$40,000 - $60,000",False,False,True,False,True,True,False,True,False,True,False,False,True,Dojo
7559,South America,25-29,"<$20,000",False,False,True,True,False,False,False,False,False,False,False,False,False,
7560,Russia,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7561,United States of America,25-29,,False,True,True,True,True,True,False,False,True,True,False,False,True,
7562,United Kingdom,35-39,"$100,000 - $120,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
7563,Middle East,30-34,,False,False,True,False,True,True,False,False,False,False,False,False,False,
7564,United Kingdom,35-39,"$40,000 - $60,000",False,False,True,True,True,True,False,False,True,False,False,False,True,
7565,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7566,United Kingdom,30-34,"$40,000 - $60,000",False,False,True,False,True,True,False,False,False,False,False,False,True,
7567,United States of America,40-50,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
7568,Germany,20-24,Rather not say,False,False,False,True,False,False,False,False,False,False,False,False,True,Cobol
7569,Netherlands,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7570,France,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,False,True,True,True,
7571,India,25-29,"$20,000 - $40,000",True,True,False,True,False,False,False,False,False,False,False,False,False,
7572,Russia,25-29,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7573,United Kingdom,25-29,"$60,000 - $80,000",False,False,False,True,True,True,False,False,False,False,True,False,False,Scala
7574,Other Europe,20-24,Student / Unemployed,True,False,True,True,False,False,False,False,False,False,True,False,True,
7575,Italy,20-24,,False,False,False,False,False,False,False,False,False,False,True,False,False,
7576,Germany,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7577,United States of America,30-34,Rather not say,False,False,False,False,False,True,False,False,False,True,False,True,False,CoffeeScript
7578,France,20-24,Rather not say,False,False,False,True,True,True,False,False,False,True,False,False,True,
7579,United Kingdom,20-24,,False,False,True,False,False,True,False,False,False,False,True,False,True,
7580,Australia,20-24,"$80,000 - $100,000",False,True,True,False,False,False,False,False,False,False,False,False,True,
7581,Other Europe,30-34,"$60,000 - $80,000",False,False,True,False,True,True,False,True,False,False,False,False,False,
7582,Canada,30-34,"$60,000 - $80,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
7583,United Kingdom,20-24,"$20,000 - $40,000",False,False,True,False,False,False,False,False,False,False,False,False,True,
7584,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7585,Other Europe,20-24,,False,False,True,False,True,True,False,False,False,False,False,False,False,T-SQL
7586,Germany,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7587,United Kingdom,40-50,">$140,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
7588,United States of America,20-24,Rather not say,False,False,False,False,True,True,False,False,False,True,False,False,False,
7589,Netherlands,20-24,,False,False,True,False,False,True,False,False,False,True,False,False,True,
7590,Other Europe,20-24,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,False,
7591,Australia,25-29,,False,False,False,True,True,False,False,False,False,False,False,False,False,
7592,United States of America,30-34,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7593,Germany,25-29,"$40,000 - $60,000",False,False,True,True,False,False,False,False,False,False,False,False,True,"Ada, SQLite, Xml/XSLT/Xml Schema, SPARQL, LaTeX"
7594,United States of America,40-50,"$100,000 - $120,000",False,False,True,True,True,True,False,False,False,False,False,False,True,COBOL
7595,France,25-29,"$80,000 - $100,000",True,False,False,False,True,False,False,False,True,True,False,False,False,
7596,India,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7597,United States of America,25-29,,True,True,False,True,False,False,False,False,False,False,False,False,False,
7598,India,20-24,Rather not say,False,False,False,False,True,True,False,False,False,True,False,False,True,phonegap
7599,Canada,25-29,"$60,000 - $80,000",False,True,False,False,False,False,False,False,False,False,False,False,False,
7600,Canada,40-50,"$120,000 - $140,000",False,False,False,False,False,False,False,False,True,False,True,False,False,
7601,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7602,Italy,20-24,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,True,
7603,United Kingdom,20-24,,False,True,True,False,True,False,False,False,False,False,False,False,False,
7604,India,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7605,Africa,35-39,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7606,Germany,20-24,"<$20,000",False,True,False,False,False,False,False,False,False,False,False,False,False,
7607,Other Europe,25-29,"$60,000 - $80,000",False,False,False,False,False,False,False,False,True,True,False,False,True,
7608,Germany,25-29,Rather not say,False,False,False,False,False,False,False,False,False,False,True,False,False,Erlang
7609,Other Europe,30-34,,False,False,True,False,True,True,False,False,False,True,True,False,True,
7610,Italy,25-29,"$20,000 - $40,000",False,False,False,False,True,False,False,False,False,True,False,False,False,
7611,Germany,35-39,"$40,000 - $60,000",False,False,False,False,False,False,False,False,True,False,True,False,False,Perl
7612,United Kingdom,30-34,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7613,United States of America,35-39,Rather not say,False,False,True,True,False,False,False,False,False,True,False,False,False,
7614,United Kingdom,20-24,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,False,False,True,True,
7615,Germany,20-24,"<$20,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7616,Australia,< 20,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7617,Germany,35-39,"$40,000 - $60,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
7618,United States of America,20-24,"$40,000 - $60,000",False,False,False,True,True,False,False,False,False,True,False,False,True,
7619,United States of America,35-39,"$80,000 - $100,000",True,True,True,False,False,False,False,False,False,False,False,False,False,"bash, csh"
7620,United Kingdom,51-60,,False,False,False,False,False,False,False,False,False,False,True,False,False,
7621,United States of America,25-29,"$80,000 - $100,000",False,False,False,True,True,True,False,False,False,True,False,False,False,
7622,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7623,Other Europe,30-34,"$80,000 - $100,000",False,False,False,True,True,False,False,False,False,False,False,False,True,
7624,France,25-29,"$40,000 - $60,000",True,True,False,False,False,False,False,False,False,False,False,False,False,matlab
7625,Other Europe,25-29,"$40,000 - $60,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
7626,Germany,25-29,"$40,000 - $60,000",True,True,False,True,True,False,False,False,False,False,True,False,False,assembly:D
7627,United Kingdom,51-60,Rather not say,True,True,True,False,False,False,False,False,False,False,False,False,True,
7628,Netherlands,25-29,"$40,000 - $60,000",False,False,False,True,False,True,False,False,False,False,False,False,False,
7629,Other Europe,30-34,"$20,000 - $40,000",False,False,False,True,True,True,False,False,True,True,True,True,True,perl html5 css
7630,India,25-29,"<$20,000",False,False,True,False,True,True,False,False,False,False,False,False,True,VB
7631,Germany,< 20,Rather not say,False,False,True,True,True,True,False,False,False,False,False,False,True,HTML
7632,Australia,40-50,">$140,000",True,True,True,True,True,True,False,True,False,True,True,False,True,Why are technologies node & jQuery on a languages question?
7633,United Kingdom,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7634,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7635,India,20-24,Rather not say,True,False,False,False,False,False,False,False,True,False,False,False,False,
7636,United States of America,40-50,"$120,000 - $140,000",False,False,True,False,False,False,False,False,False,False,True,False,False,
7637,France,25-29,"$40,000 - $60,000",False,False,False,True,True,True,False,True,False,True,False,False,False,
7638,Netherlands,25-29,"$20,000 - $40,000",False,False,False,True,True,True,False,False,False,True,False,False,True,coldfusion
7639,France,20-24,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7640,Other Europe,25-29,"<$20,000",False,False,False,False,True,True,False,False,False,False,True,False,False,
7641,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7642,Other Europe,25-29,"$20,000 - $40,000",False,False,False,True,False,False,False,False,False,False,False,False,False,
7643,Other Europe,40-50,"$40,000 - $60,000",True,False,False,False,True,False,False,False,False,True,False,False,True,
7644,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
7645,Other Europe,30-34,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
7646,Netherlands,30-34,"$40,000 - $60,000",False,False,False,True,True,True,False,False,False,True,False,True,True,
7647,Germany,< 20,Student / Unemployed,False,False,True,True,True,True,False,False,False,True,False,False,False,
7648,Other Europe,20-24,Rather not say,False,False,False,True,True,True,False,False,False,True,False,False,True,
7649,United Kingdom,35-39,"$60,000 - $80,000",False,False,True,False,False,False,False,False,False,False,False,False,False,
7650,United Kingdom,20-24,,False,True,True,False,False,False,False,False,False,False,False,False,False,
7651,United Kingdom,20-24,"$40,000 - $60,000",False,False,True,False,True,True,False,True,False,True,False,False,True,"AWS, MongoDB"
7652,United Kingdom,25-29,">$140,000",True,True,False,False,True,True,False,False,True,False,False,True,True,
7653,South America,20-24,"<$20,000",False,False,True,False,True,False,False,False,False,False,False,False,True,
7654,South America,30-34,"<$20,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
7655,Other Europe,30-34,"$20,000 - $40,000",False,True,False,True,False,False,False,False,True,False,False,False,True,
7656,France,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,"HTML, CSS"
7657,France,25-29,"$20,000 - $40,000",False,False,False,False,True,True,False,False,False,True,False,False,True,
